;ID_exp;date_exp;description;Kheight;Kx;Ky;Kz;tilx;tily;tilz;rotation;ID_subject;x;y;height;time;joints;pitch;yaw;roll;body_length;posture;re_body_angle;origin_x;origin_y;diff_re_body_angle;shr_x;shr_y;shl_x;shl_y;sp_x;sp_y
616;AW_221120;2020-11-22 15:11:52.586735;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.859;3.425;1.608;15:11:52.5867354;{'SpineBase': [-0.859688163, 0.8948844, 3.60210443], 'SpineMid': [-0.8587061, 1.12993407, 3.42495966], 'Neck': [-0.854706347, 1.35674787, 3.23759174], 'Head': [-0.84584403, 1.437829, 3.20757174], 'ShoulderLeft': [-0.9825973, 1.21910954, 3.25000739], 'ElbowLeft': [-1.05438709, 1.02298641, 3.34788513], 'WristLeft': [-1.06676769, 0.8544792, 3.39653683], 'HandLeft': [-1.074842, 0.807515442, 3.42445], 'ShoulderRight': [-0.734571755, 1.29738569, 3.37435722], 'ElbowRight': [-0.702982664, 1.17126787, 3.562461], 'WristRight': [-0.673043668, 1.01756132, 3.67519426], 'HandRight': [-0.6635833, 0.9440723, 3.70858169], 'HipLeft': [-0.8993136, 0.8719615, 3.54524469], 'KneeLeft': [-0.9107157, 0.6024212, 3.65811777], 'AnkleLeft': [-0.9734508, 0.24956052, 3.89616919], 'FootLeft': [-0.927081645, 0.181772321, 3.82558537], 'HipRight': [-0.804273844, 0.9012431, 3.59091473], 'KneeRight': [-0.7344429, 0.65033555, 3.75754571], 'AnkleRight': [-0.7306092, 0.329675943, 4.042457], 'FootRight': [-0.687711656, 0.245552346, 4.045676], 'SpineShoulder': [-0.8562835, 1.3013829, 3.28637767], 'HandTipLeft': [-1.06772435, 0.750123143, 3.46573544], 'ThumbLeft': [-1.08059514, 0.8091903, 3.3872], 'HandTipRight': [-0.6439894, 0.895735264, 3.73326325], 'ThumbRight': [-0.665096641, 0.899511456, 3.70083332]};0;0;0;0.515;Undefined;-116.630;0.859;3.425;18.370;0.735;3.374;0.983;3.250;0.856;3.286
617;AW_221120;2020-11-22 15:11:52.794180;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.894;3.426;1.646;15:11:52.7941804;{'SpineBase': [-0.8929989, 0.897345, 3.5992763], 'SpineMid': [-0.8940253, 1.13473189, 3.42589927], 'Neck': [-0.8935308, 1.36395848, 3.24255967], 'Head': [-0.8859441, 1.44721043, 3.21409559], 'ShoulderLeft': [-1.01180613, 1.224199, 3.25165939], 'ElbowLeft': [-1.087229, 1.03269243, 3.3571434], 'WristLeft': [-1.09390378, 0.866627634, 3.413306], 'HandLeft': [-1.0959115, 0.848625, 3.42972136], 'ShoulderRight': [-0.767656446, 1.30426776, 3.377145], 'ElbowRight': [-0.7353436, 1.17390454, 3.56272078], 'WristRight': [-0.686464965, 0.9787574, 3.68570566], 'HandRight': [-0.6851251, 0.9075052, 3.72557139], 'HipLeft': [-0.932501137, 0.8754998, 3.5406673], 'KneeLeft': [-0.943489, 0.601121068, 3.65296745], 'AnkleLeft': [-0.979912639, 0.2482861, 3.896266], 'FootLeft': [-0.93253696, 0.181119859, 3.82555223], 'HipRight': [-0.836929858, 0.902455568, 3.590083], 'KneeRight': [-0.832652032, 0.618065238, 3.760166], 'AnkleRight': [-0.868480265, 0.2839428, 4.027066], 'FootRight': [-0.880887449, 0.188818827, 3.97312737], 'SpineShoulder': [-0.8941357, 1.30789626, 3.29024315], 'HandTipLeft': [-1.08864951, 0.786083162, 3.45566416], 'ThumbLeft': [-1.1032083, 0.823046148, 3.425417], 'HandTipRight': [-0.6896739, 0.8688075, 3.77025962], 'ThumbRight': [-0.681496739, 0.891827047, 3.69016647]};0;0;0;0.514;Undefined;-117.200;0.894;3.426;17.800;0.768;3.377;1.012;3.252;0.894;3.290
618;AW_221120;2020-11-22 15:11:53.023684;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.913;3.460;1.657;15:11:53.0236848;{'SpineBase': [-0.9135941, 0.9066238, 3.617604], 'SpineMid': [-0.9127706, 1.13901865, 3.46016145], 'Neck': [-0.9094208, 1.36109173, 3.2962718], 'Head': [-0.898991466, 1.45438874, 3.25701928], 'ShoulderLeft': [-1.017583, 1.23348248, 3.26447582], 'ElbowLeft': [-1.09327388, 1.0493505, 3.37348032], 'WristLeft': [-1.08870506, 0.8806581, 3.42382741], 'HandLeft': [-1.08405745, 0.85683763, 3.44269967], 'ShoulderRight': [-0.781663954, 1.32012117, 3.404509], 'ElbowRight': [-0.752199233, 1.18187261, 3.58550882], 'WristRight': [-0.7062591, 1.01460588, 3.6880846], 'HandRight': [-0.6966268, 0.9406126, 3.7305913], 'HipLeft': [-0.95053345, 0.88675946, 3.55685616], 'KneeLeft': [-0.9430686, 0.5595418, 3.711104], 'AnkleLeft': [-0.9874142, 0.197795033, 3.94010854], 'FootLeft': [-0.9432353, 0.125002131, 3.919145], 'HipRight': [-0.8598904, 0.90957135, 3.61087728], 'KneeRight': [-0.8889467, 0.599891, 3.78762579], 'AnkleRight': [-0.9430606, 0.20941855, 4.008623], 'FootRight': [-0.9039478, 0.144493312, 3.96202016], 'SpineShoulder': [-0.910738647, 1.30754209, 3.33861828], 'HandTipLeft': [-1.09122217, 0.79342705, 3.47022867], 'ThumbLeft': [-1.05912566, 0.8570988, 3.429715], 'HandTipRight': [-0.6858036, 0.889398456, 3.74289584], 'ThumbRight': [-0.697261453, 0.9009629, 3.71425]};0;0;0;0.488;Undefined;-120.690;0.913;3.460;14.310;0.782;3.405;1.018;3.264;0.911;3.339
619;AW_221120;2020-11-22 15:11:53.265082;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.908;3.486;1.649;15:11:53.2650829;{'SpineBase': [-0.927891254, 0.9231313, 3.6607945], 'SpineMid': [-0.908452749, 1.16371179, 3.48583627], 'Neck': [-0.885424256, 1.399201, 3.302949], 'Head': [-0.875384748, 1.487911, 3.27365875], 'ShoulderLeft': [-1.01031756, 1.26112032, 3.31080914], 'ElbowLeft': [-1.08406329, 1.06968153, 3.423786], 'WristLeft': [-1.08727181, 0.8987001, 3.46716], 'HandLeft': [-1.08892775, 0.8671277, 3.48953915], 'ShoulderRight': [-0.7681368, 1.33061, 3.44081], 'ElbowRight': [-0.743275, 1.20391476, 3.62940836], 'WristRight': [-0.706226, 1.01638162, 3.7616353], 'HandRight': [-0.701712549, 0.9430844, 3.806551], 'HipLeft': [-0.9668005, 0.9074931, 3.60297132], 'KneeLeft': [-0.9690592, 0.601552844, 3.72649646], 'FootLeft': [-0.9338792, 0.140505761, 3.920875], 'HipRight': [-0.8718902, 0.9218074, 3.65111423], 'KneeRight': [-0.8903294, 0.6126573, 3.822191], 'AnkleRight': [-0.9318664, 0.227018714, 4.01281071], 'FootRight': [-0.8819376, 0.1750257, 4.00789261], 'SpineShoulder': [-0.891960263, 1.341317, 3.35072613], 'HandTipLeft': [-1.09022748, 0.802458465, 3.51999187], 'ThumbLeft': [-1.069282, 0.8737956, 3.491], 'HandTipRight': [-0.700729251, 0.89760077, 3.84417987], 'ThumbRight': [-0.6944063, 0.9173459, 3.77772737]};-10;-10;0;0.522;Undefined;-118.230;0.908;3.486;16.770;0.768;3.441;1.010;3.311;0.892;3.351
620;AW_221120;2020-11-22 15:11:53.488454;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.910;3.506;1.662;15:11:53.4884545;{'SpineBase': [-0.9417125, 0.940307856, 3.68255687], 'SpineMid': [-0.910268068, 1.17946637, 3.506007], 'Neck': [-0.874012, 1.41395819, 3.31891656], 'Head': [-0.8638851, 1.50084758, 3.29050541], 'ShoulderLeft': [-1.00593948, 1.28172278, 3.33621931], 'ElbowLeft': [-1.0914377, 1.09489691, 3.44809771], 'WristLeft': [-1.108669, 0.901519656, 3.50628018], 'HandLeft': [-1.11142683, 0.8468101, 3.548569], 'ShoulderRight': [-0.76133883, 1.340452, 3.45494175], 'ElbowRight': [-0.7366785, 1.2152878, 3.64444017], 'WristRight': [-0.70187813, 1.02246368, 3.774632], 'HandRight': [-0.7033918, 0.9448289, 3.808491], 'HipLeft': [-0.981276631, 0.9254154, 3.62619543], 'KneeLeft': [-1.02401817, 0.623911858, 3.726988], 'AnkleLeft': [-1.07074749, 0.243225574, 3.92599654], 'FootLeft': [-1.01044, 0.160230845, 3.90671635], 'HipRight': [-0.884938, 0.9380746, 3.671543], 'KneeRight': [-0.894735634, 0.6240974, 3.83536482], 'AnkleRight': [-0.9200191, 0.257983774, 4.04891443], 'FootRight': [-0.8887307, 0.182546139, 4.011705], 'SpineShoulder': [-0.8841651, 1.35587919, 3.36855], 'HandTipLeft': [-1.1321367, 0.793578, 3.56956148], 'ThumbLeft': [-1.0765003, 0.8377713, 3.54722214], 'HandTipRight': [-0.7138913, 0.9031295, 3.836893], 'ThumbRight': [-0.688037634, 0.928748846, 3.78935719]};0;0;0;0.524;Undefined;-115.890;0.910;3.506;19.110;0.761;3.455;1.006;3.336;0.884;3.369
621;AW_221120;2020-11-22 15:11:53.688806;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;0.933;3.514;1.660;15:11:53.6888068;{'SpineBase': [-0.9655939, 0.946504354, 3.68894625], 'SpineMid': [-0.9329636, 1.188619, 3.513973], 'Neck': [-0.8977838, 1.42328024, 3.32924461], 'Head': [-0.885671854, 1.507105, 3.30114841], 'ShoulderLeft': [-1.02770126, 1.28592849, 3.3479197], 'ElbowLeft': [-1.11115217, 1.09605908, 3.45683], 'WristLeft': [-1.13031888, 0.909885645, 3.51013923], 'HandLeft': [-1.13240671, 0.8491231, 3.54895663], 'ShoulderRight': [-0.782679439, 1.34906793, 3.47116375], 'ElbowRight': [-0.75850296, 1.22060764, 3.65882874], 'WristRight': [-0.7196292, 1.0255512, 3.76993775], 'HandRight': [-0.7250179, 0.945653439, 3.80689955], 'HipLeft': [-1.005044, 0.930787742, 3.63039279], 'KneeLeft': [-1.087875, 0.6327087, 3.71699262], 'AnkleLeft': [-1.24611449, 0.286133975, 3.91805887], 'FootLeft': [-1.23547018, 0.188261271, 3.899954], 'HipRight': [-0.90866673, 0.9449875, 3.68025374], 'KneeRight': [-0.8970816, 0.6511008, 3.83003378], 'AnkleRight': [-0.9193026, 0.272613466, 4.037116], 'FootRight': [-0.8755196, 0.203635335, 3.96681929], 'SpineShoulder': [-0.9070968, 1.365818, 3.377397], 'HandTipLeft': [-1.15043354, 0.791916, 3.56950879], 'ThumbLeft': [-1.09514832, 0.850944638, 3.54286718], 'HandTipRight': [-0.7241558, 0.89947623, 3.836221], 'ThumbRight': [-0.7143811, 0.941489339, 3.764]};0;0;0;0.526;Undefined;-116.700;0.933;3.514;18.300;0.783;3.471;1.028;3.348;0.907;3.377
622;AW_221120;2020-11-22 15:11:53.921362;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.012;3.513;1.641;15:11:53.9213624;{'SpineBase': [-1.03565562, 0.9429655, 3.68387127], 'SpineMid': [-1.0118556, 1.18349481, 3.51340485], 'Neck': [-0.9853292, 1.41589808, 3.33340788], 'Head': [-0.9744599, 1.50026655, 3.3058567], 'ShoulderLeft': [-1.096066, 1.28269923, 3.346793], 'ElbowLeft': [-1.192916, 1.09097624, 3.441805], 'WristLeft': [-1.18911123, 0.9024078, 3.50039029], 'HandLeft': [-1.19535267, 0.8565702, 3.52668476], 'ShoulderRight': [-0.86717093, 1.34865487, 3.473891], 'ElbowRight': [-0.8401309, 1.21919358, 3.66076446], 'WristRight': [-0.7929843, 1.02332282, 3.77836275], 'HandRight': [-0.800017059, 0.9509444, 3.80326533], 'HipLeft': [-1.07307553, 0.9256216, 3.6256144], 'KneeLeft': [-1.159998, 0.638346553, 3.71683455], 'AnkleLeft': [-1.32936323, 0.302456826, 3.925155], 'FootLeft': [-1.27900565, 0.234477252, 3.85664845], 'HipRight': [-0.979479253, 0.94318223, 3.67515087], 'KneeRight': [-0.93388027, 0.6547985, 3.820474], 'AnkleRight': [-0.9261524, 0.2842901, 4.041448], 'FootRight': [-0.8836036, 0.192631245, 4.02092838], 'SpineShoulder': [-0.992533863, 1.35912573, 3.38029], 'HandTipLeft': [-1.19885123, 0.7964491, 3.5451436], 'ThumbLeft': [-1.158103, 0.850330234, 3.531375], 'HandTipRight': [-0.7943154, 0.906466365, 3.81449676], 'ThumbRight': [-0.791170835, 0.9246692, 3.77540016]};-25;0;-10;0.517;Undefined;-119.040;1.012;3.513;15.960;0.867;3.474;1.096;3.347;0.993;3.380
623;AW_221120;2020-11-22 15:11:54.155701;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.149;3.496;1.635;15:11:54.1557016;{'SpineBase': [-1.16351354, 0.921555042, 3.66947579], 'SpineMid': [-1.14857423, 1.15988553, 3.49587154], 'Neck': [-1.13051486, 1.3899709, 3.31242871], 'Head': [-1.126187, 1.47195685, 3.282446], 'ShoulderLeft': [-1.25078845, 1.25568664, 3.32276344], 'ElbowLeft': [-1.32937193, 1.06749833, 3.43078923], 'WristLeft': [-1.31511486, 0.899538338, 3.48199058], 'HandLeft': [-1.32506168, 0.8618182, 3.497839], 'ShoulderRight': [-1.013522, 1.33101881, 3.44935942], 'ElbowRight': [-0.9910438, 1.19977677, 3.63566017], 'WristRight': [-0.938959658, 1.01321936, 3.746656], 'HandRight': [-0.947606862, 0.9300356, 3.77666974], 'HipLeft': [-1.20048416, 0.903892159, 3.61200356], 'KneeLeft': [-1.26647854, 0.6207116, 3.71266437], 'AnkleLeft': [-1.37773836, 0.279217839, 3.947068], 'FootLeft': [-1.35746467, 0.183536425, 3.93793273], 'HipRight': [-1.10562265, 0.922527254, 3.66051269], 'KneeRight': [-1.02049816, 0.6530721, 3.8156867], 'AnkleRight': [-0.945299566, 0.290639222, 4.036982], 'FootRight': [-0.892540932, 0.203454167, 4.01600027], 'SpineShoulder': [-1.13569677, 1.33377492, 3.36018181], 'HandTipLeft': [-1.32868087, 0.798616767, 3.51458549], 'ThumbLeft': [-1.29080391, 0.8787315, 3.4940002], 'HandTipRight': [-0.945597768, 0.8842287, 3.79239678], 'ThumbRight': [-0.9544978, 0.880977631, 3.783]};0;0;0;0.516;Undefined;-118.080;1.149;3.496;16.920;1.014;3.449;1.251;3.323;1.136;3.360
624;AW_221120;2020-11-22 15:11:54.370214;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.269;3.497;1.680;15:11:54.3702149;{'SpineBase': [-1.29509366, 0.9469141, 3.69881344], 'SpineMid': [-1.26918125, 1.1664505, 3.49722648], 'Neck': [-1.23892987, 1.37947273, 3.28578925], 'Head': [-1.23365343, 1.45952141, 3.25415444], 'ShoulderLeft': [-1.36297166, 1.246021, 3.30408287], 'ElbowLeft': [-1.44199443, 1.05124664, 3.40735435], 'WristLeft': [-1.44211626, 0.886574268, 3.467201], 'HandLeft': [-1.44234359, 0.8327475, 3.4984467], 'ShoulderRight': [-1.124555, 1.32434726, 3.424122], 'ElbowRight': [-1.103664, 1.19469988, 3.611687], 'WristRight': [-1.0669719, 1.030323, 3.721299], 'HandRight': [-1.07600474, 0.9544296, 3.750845], 'HipLeft': [-1.33220124, 0.9229988, 3.64143848], 'KneeLeft': [-1.33184385, 0.5706069, 3.75063658], 'AnkleLeft': [-1.40111411, 0.221605226, 3.986609], 'FootLeft': [-1.36330855, 0.153265834, 3.95458174], 'HipRight': [-1.23509014, 0.953965247, 3.69045472], 'KneeRight': [-1.11186314, 0.6487571, 3.82876277], 'AnkleRight': [-1.00432634, 0.293412626, 4.04902744], 'FootRight': [-0.944153547, 0.21058166, 4.029926], 'SpineShoulder': [-1.24719083, 1.327182, 3.34018159], 'HandTipLeft': [-1.442703, 0.7820229, 3.524955], 'ThumbLeft': [-1.40152586, 0.8361018, 3.51292324], 'HandTipRight': [-1.07251859, 0.902644336, 3.76127076], 'ThumbRight': [-1.06260931, 0.938887, 3.75050044]};0;0;0;0.525;Undefined;-116.720;1.269;3.497;18.280;1.125;3.424;1.363;3.304;1.247;3.340
625;AW_221120;2020-11-22 15:11:54.586777;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.319;3.484;1.638;15:11:54.5867779;{'SpineBase': [-1.31871319, 0.9212332, 3.66000342], 'SpineMid': [-1.31943917, 1.15788484, 3.48373652], 'Neck': [-1.32276487, 1.38203228, 3.29655671], 'Head': [-1.31936967, 1.4642117, 3.264094], 'ShoulderLeft': [-1.41142321, 1.24591339, 3.29727745], 'ElbowLeft': [-1.49710536, 1.05498338, 3.40060282], 'WristLeft': [-1.49989247, 0.89561826, 3.470669], 'HandLeft': [-1.5130446, 0.856929243, 3.48473358], 'ShoulderRight': [-1.20319474, 1.33158123, 3.425891], 'ElbowRight': [-1.174761, 1.20557964, 3.61455655], 'WristRight': [-1.1289283, 1.01524425, 3.74475741], 'HandRight': [-1.12431324, 0.9484475, 3.778159], 'HipLeft': [-1.35108161, 0.8998897, 3.60414267], 'KneeLeft': [-1.36763775, 0.609549642, 3.7142086], 'AnkleLeft': [-1.40619624, 0.260349751, 3.96118188], 'FootLeft': [-1.363823, 0.1687552, 3.94850922], 'HipRight': [-1.26399946, 0.926120341, 3.6496644], 'KneeRight': [-1.19844818, 0.6395056, 3.80735445], 'AnkleRight': [-1.23232126, 0.3141531, 4.0838933], 'FootRight': [-1.23242188, 0.219238281, 4.05078125], 'SpineShoulder': [-1.32216287, 1.327002, 3.34494638], 'HandTipLeft': [-1.5057795, 0.7944824, 3.526287], 'ThumbLeft': [-1.49163389, 0.862047851, 3.473833], 'HandTipRight': [-1.12924969, 0.910022438, 3.82123733], 'ThumbRight': [-1.13286054, 0.903610945, 3.816]};0;0;0;0.514;Undefined;-121.700;1.319;3.484;13.300;1.203;3.426;1.411;3.297;1.322;3.345
626;AW_221120;2020-11-22 15:11:54.794217;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.347;3.491;1.703;15:11:54.7942178;{'SpineBase': [-1.34092689, 0.9282303, 3.65976477], 'SpineMid': [-1.34660077, 1.16460371, 3.491493], 'Neck': [-1.34927642, 1.39163148, 3.321004], 'Head': [-1.34213448, 1.47729075, 3.275128], 'ShoulderLeft': [-1.434579, 1.25276947, 3.30366564], 'ElbowLeft': [-1.51752889, 1.0613327, 3.4076786], 'WristLeft': [-1.51841629, 0.8971738, 3.46737671], 'HandLeft': [-1.52510655, 0.863898456, 3.47986841], 'ShoulderRight': [-1.22734451, 1.34635258, 3.42922831], 'ElbowRight': [-1.2002244, 1.21974277, 3.6174283], 'WristRight': [-1.14527011, 1.03356016, 3.74961472], 'HandRight': [-1.14321482, 0.96399, 3.78163528], 'HipLeft': [-1.37252188, 0.905873656, 3.60169649], 'KneeLeft': [-1.394027, 0.6006863, 3.72860217], 'AnkleLeft': [-1.41898572, 0.249246553, 3.97421122], 'FootLeft': [-1.34520185, 0.192238167, 3.99115825], 'HipRight': [-1.28568149, 0.934069455, 3.652679], 'KneeRight': [-1.28585076, 0.6246552, 3.836738], 'AnkleRight': [-1.35295689, 0.246857643, 4.107206], 'FootRight': [-1.30949867, 0.201543659, 4.027549], 'SpineShoulder': [-1.34939528, 1.33624172, 3.364774], 'HandTipLeft': [-1.52603185, 0.810398161, 3.51173854], 'ThumbLeft': [-1.53404331, 0.846626163, 3.46962523], 'HandTipRight': [-1.13700116, 0.9182861, 3.81271577], 'ThumbRight': [-1.14572752, 1.01167774, 3.75750017]};0;0;0;0.504;Undefined;-121.210;1.347;3.491;13.790;1.227;3.429;1.435;3.304;1.349;3.365
627;AW_221120;2020-11-22 15:11:55.020568;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.358;3.512;1.609;15:11:55.0205686;{'SpineBase': [-1.36187541, 0.9393187, 3.67567182], 'SpineMid': [-1.35840106, 1.17576337, 3.51225948], 'Neck': [-1.34964657, 1.40721953, 3.34149241], 'Head': [-1.34659934, 1.49793291, 3.30117416], 'ShoulderLeft': [-1.44724584, 1.27235377, 3.32906246], 'ElbowLeft': [-1.53247023, 1.07706094, 3.42432785], 'WristLeft': [-1.52808475, 0.91031307, 3.4772985], 'HandLeft': [-1.5338608, 0.889044046, 3.492594], 'ShoulderRight': [-1.23619187, 1.37037945, 3.46139956], 'ElbowRight': [-1.2110256, 1.231542, 3.64174056], 'WristRight': [-1.15903473, 1.03513241, 3.76030731], 'HandRight': [-1.15373349, 0.9606748, 3.80496836], 'HipLeft': [-1.39431643, 0.9179277, 3.615501], 'KneeLeft': [-1.408004, 0.592190146, 3.77463341], 'AnkleLeft': [-1.42415142, 0.2262578, 3.99720287], 'FootLeft': [-1.33301842, 0.192648619, 4.00934362], 'HipRight': [-1.30543935, 0.9440678, 3.67085338], 'KneeRight': [-1.34320414, 0.665038347, 3.78573012], 'AnkleRight': [-1.35693526, 0.324947536, 4.04750824], 'FootRight': [-1.32733548, 0.229590774, 4.034551], 'SpineShoulder': [-1.35303366, 1.35026777, 3.38609171], 'HandTipLeft': [-1.52715564, 0.850179136, 3.50836754], 'ThumbLeft': [-1.51645315, 0.892207146, 3.48309064], 'HandTipRight': [-1.15951037, 0.9182285, 3.85326529], 'ThumbRight': [-1.15517485, 0.9811071, 3.7885]};0;0;0;0.503;Undefined;-122.090;1.358;3.512;12.910;1.236;3.461;1.447;3.329;1.353;3.386
628;AW_221120;2020-11-22 15:11:55.221032;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.359;3.539;1.650;15:11:55.2210320;{'SpineBase': [-1.37705183, 0.952476561, 3.698356], 'SpineMid': [-1.35895836, 1.18514514, 3.539181], 'Neck': [-1.335495, 1.40943611, 3.3735106], 'Head': [-1.32830083, 1.50042784, 3.33163071], 'ShoulderLeft': [-1.443251, 1.279719, 3.33846188], 'ElbowLeft': [-1.5287255, 1.09720874, 3.45283437], 'WristLeft': [-1.53185773, 0.9295531, 3.502987], 'HandLeft': [-1.53261471, 0.9019607, 3.52529931], 'ShoulderRight': [-1.230997, 1.36884, 3.47700882], 'ElbowRight': [-1.20891547, 1.250153, 3.669605], 'WristRight': [-1.16619253, 1.06864142, 3.7982235], 'HandRight': [-1.16134012, 0.9894091, 3.8330462], 'HipLeft': [-1.40836048, 0.9331413, 3.63799477], 'KneeLeft': [-1.4270556, 0.6081893, 3.79781413], 'FootLeft': [-1.33583856, 0.190143913, 4.005127], 'HipRight': [-1.32146025, 0.955142856, 3.6937952], 'KneeRight': [-1.33249176, 0.6357397, 3.86324358], 'AnkleRight': [-1.36343515, 0.271265, 4.095037], 'FootRight': [-1.326415, 0.202894226, 4.04445267], 'SpineShoulder': [-1.34233856, 1.35482311, 3.41655612], 'HandTipLeft': [-1.5508703, 0.8413498, 3.55343366], 'ThumbLeft': [-1.499467, 0.8753726, 3.508111], 'HandTipRight': [-1.1542455, 0.944077969, 3.84638548], 'ThumbRight': [-1.153549, 0.9981128, 3.822667]};0;0;0;0.492;Undefined;-123.130;1.359;3.539;11.870;1.231;3.477;1.443;3.338;1.342;3.417
629;AW_221120;2020-11-22 15:11:55.455493;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.359;3.551;1.649;15:11:55.4554937;{'SpineBase': [-1.3904947, 0.9648247, 3.71947551], 'SpineMid': [-1.35938263, 1.20284021, 3.55145574], 'Neck': [-1.32341421, 1.43516707, 3.37488317], 'Head': [-1.317529, 1.51885056, 3.341105], 'ShoulderLeft': [-1.4441911, 1.31169116, 3.37443113], 'ElbowLeft': [-1.53423131, 1.12373722, 3.47773], 'WristLeft': [-1.54074681, 0.9545274, 3.52306318], 'HandLeft': [-1.556962, 0.899170339, 3.553999], 'ShoulderRight': [-1.21504128, 1.37391114, 3.503167], 'ElbowRight': [-1.19226074, 1.24601567, 3.69048643], 'WristRight': [-1.159185, 1.091126, 3.77370858], 'HandRight': [-1.15740526, 1.0253458, 3.805469], 'HipLeft': [-1.42526412, 0.949645, 3.66377974], 'KneeLeft': [-1.44228923, 0.6224508, 3.763385], 'AnkleLeft': [-1.489692, 0.251618624, 3.97800946], 'FootLeft': [-1.43430293, 0.163074285, 3.94335485], 'HipRight': [-1.33154213, 0.9633008, 3.710568], 'KneeRight': [-1.34329879, 0.6409496, 3.863589], 'AnkleRight': [-1.3647095, 0.306760132, 4.096048], 'FootRight': [-1.31823015, 0.214524776, 4.068723], 'SpineShoulder': [-1.33331156, 1.37815511, 3.42090321], 'HandTipLeft': [-1.57002616, 0.8437842, 3.58458281], 'ThumbLeft': [-1.52721012, 0.867358863, 3.56271434], 'HandTipRight': [-1.156102, 0.9719548, 3.82514763], 'ThumbRight': [-1.14354467, 1.00786257, 3.80090022]};0;0;0;0.513;Undefined;-119.330;1.359;3.551;15.670;1.215;3.503;1.444;3.374;1.333;3.421
630;AW_221120;2020-11-22 15:11:55.664929;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037936004;1.388;3.559;1.642;15:11:55.6649290;{'SpineBase': [-1.41086113, 0.9692533, 3.724692], 'SpineMid': [-1.38789034, 1.21025419, 3.55937457], 'Neck': [-1.36099553, 1.4437784, 3.38475418], 'Head': [-1.359599, 1.52234077, 3.352635], 'ShoulderLeft': [-1.47157454, 1.31811416, 3.3867743], 'ElbowLeft': [-1.56395185, 1.12626827, 3.48183], 'WristLeft': [-1.5740788, 0.955450535, 3.52618122], 'HandLeft': [-1.5778935, 0.8944427, 3.56211853], 'ShoulderRight': [-1.24947774, 1.387713, 3.50851917], 'ElbowRight': [-1.22258222, 1.2615236, 3.69655418], 'WristRight': [-1.18067849, 1.06095827, 3.79902172], 'HandRight': [-1.17775071, 0.9819467, 3.83704567], 'HipLeft': [-1.4462347, 0.950959, 3.66940475], 'KneeLeft': [-1.51333582, 0.622512639, 3.754797], 'AnkleLeft': [-1.66707289, 0.286825836, 3.97356749], 'FootLeft': [-1.66068327, 0.18832238, 3.948911], 'HipRight': [-1.35107207, 0.9706889, 3.71525359], 'KneeRight': [-1.3391825, 0.6508269, 3.87533331], 'AnkleRight': [-1.36467814, 0.308034271, 4.09456873], 'FootRight': [-1.31400287, 0.218524292, 4.07026], 'SpineShoulder': [-1.36849141, 1.38665247, 3.43026114], 'HandTipLeft': [-1.58515716, 0.8357826, 3.59179258], 'ThumbLeft': [-1.53962743, 0.904006, 3.55672741], 'HandTipRight': [-1.17666078, 0.9391265, 3.86691546], 'ThumbRight': [-1.177466, 0.935081244, 3.861]};0;0;0;0.513;Undefined;-118.730;1.388;3.559;16.270;1.249;3.509;1.472;3.387;1.368;3.430
